tellimuse_nr,kuupaev,kliendi_id,kliendi_nimi,kliendi_linn,kliendityyp,toote_nimi,kategooria,tootemark,kampaania_nimi,kampaania_tyyp,liiklusallikas,makseviis,kogus,uhikuhind,muugisumma
1073,2025-09-28,11,Katrin Ilves,Tartu,Regular,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,2.5,12.5
1082,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,1,1.8,1.8
1082,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,2.8,8.4
1101,2025-09-28,5,Eva Lepik,Narva,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,3.5,24.5
1103,2025-09-28,14,Nikolai Rand,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,1.5,4.5
1103,2025-09-28,14,Nikolai Rand,Parnu,Regular,Martsipan 100g,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,3.2,25.6
1113,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,2.8,14.0
1113,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.2,1.2
1139,2025-09-28,4,Daniel Kask,Tallinn,VIP,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,4,1.4,5.6
1139,2025-09-28,4,Daniel Kask,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,7,2.8,19.6
1140,2025-09-28,18,Siim Paju,Tartu,Regular,Õun,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,1.2,1.2
1140,2025-09-28,18,Siim Paju,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,1.4,4.2
1151,2025-09-28,10,Jaan Rebane,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,1.8,7.2
1151,2025-09-28,10,Jaan Rebane,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,2.3,13.8
1151,2025-09-28,10,Jaan Rebane,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,2.0,12.0
1154,2025-09-28,11,Katrin Ilves,Tartu,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.2,1.2
1154,2025-09-28,11,Katrin Ilves,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,1.4,8.4
1185,2025-09-28,2,Bob Jones,Tartu,VIP,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,0.8,5.6
1185,2025-09-28,2,Bob Jones,Tartu,VIP,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,1.5,9.0
1185,2025-09-28,2,Bob Jones,Tartu,VIP,Apelsinimahl 1L,Jook,Aura,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,2.2,6.6
1208,2025-09-28,11,Katrin Ilves,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,2,1.0,2.0
1327,2025-09-28,10,Jaan Rebane,Tallinn,VIP,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.5,1.5
1327,2025-09-28,10,Jaan Rebane,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,1.2,4.8
1339,2025-09-28,1,Alice Smith,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.1,1.1
1339,2025-09-28,1,Alice Smith,Tallinn,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,4.5,31.5
1367,2025-09-28,17,Riina Laas,Viljandi,VIP,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,2,1.5,3.0
1367,2025-09-28,17,Riina Laas,Viljandi,VIP,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,6,2.8,16.8
1430,2025-09-28,2,Bob Jones,Tartu,VIP,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,6,4.5,27.0
1430,2025-09-28,2,Bob Jones,Tartu,VIP,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,2.5,20.0
1475,2025-09-28,18,Siim Paju,Tartu,Regular,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.8,9.0
1037,2025-09-29,4,Daniel Kask,Tallinn,VIP,Jogurt maasika,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,0.9,5.4
1046,2025-09-29,9,Irina Kivi,Viljandi,Regular,Banaan,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,1.5,9.0
1046,2025-09-29,9,Irina Kivi,Viljandi,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,2.0,14.0
1046,2025-09-29,9,Irina Kivi,Viljandi,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,0.8,1.6
1046,2025-09-29,9,Irina Kivi,Viljandi,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.0,7.0
1047,2025-09-29,19,Tiina Hein,Narva,Regular,Õun,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,1.2,4.8
1047,2025-09-29,19,Tiina Hein,Narva,Regular,Sokolaad tume,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,2.3,13.8
1047,2025-09-29,19,Tiina Hein,Narva,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,3.5,24.5
1072,2025-09-29,15,Olga Valk,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Pangalink,1,1.5,1.5
1072,2025-09-29,15,Olga Valk,Tartu,Regular,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Pangalink,8,2.5,20.0
1090,2025-09-29,14,Nikolai Rand,Parnu,Regular,Kohupiim,Piimatoode,Farmi,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,1.3,1.3
1132,2025-09-29,3,Carla Tamm,Parnu,Regular,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,1.4,8.4
1168,2025-09-29,7,Greta Mets,Tallinn,VIP,Apelsinimahl 1L,Jook,Aura,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,5,2.2,11.0
1168,2025-09-29,7,Greta Mets,Tallinn,VIP,Martsipan 100g,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,7,3.2,22.4
1172,2025-09-29,12,Lauri Ots,Narva,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,1.0,7.0
1172,2025-09-29,12,Lauri Ots,Narva,Regular,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.3,2.6
1175,2025-09-29,3,Carla Tamm,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,3.5,7.0
1175,2025-09-29,3,Carla Tamm,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,2.3,11.5
1175,2025-09-29,3,Carla Tamm,Parnu,Regular,Mineraalvesi 1L,Jook,Vichy,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,0.8,3.2
1196,2025-09-29,10,Jaan Rebane,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,4.5,9.0
1196,2025-09-29,10,Jaan Rebane,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Pangalink,4,1.0,4.0
1196,2025-09-29,10,Jaan Rebane,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Pangalink,3,2.3,6.9
1196,2025-09-29,10,Jaan Rebane,Tallinn,VIP,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Pangalink,4,1.3,5.2
1273,2025-09-29,18,Siim Paju,Tartu,Regular,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Pangalink,1,2.5,2.5
1318,2025-09-29,2,Bob Jones,Tartu,VIP,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.2,6.6
1318,2025-09-29,2,Bob Jones,Tartu,VIP,Õun,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,1.2,9.6
1318,2025-09-29,2,Bob Jones,Tartu,VIP,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,2.0,16.0
1373,2025-09-29,13,Mari Sepp,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,5.9,23.6
1393,2025-09-29,12,Lauri Ots,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.2,2.4
1393,2025-09-29,12,Lauri Ots,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.4,5.6
1393,2025-09-29,12,Lauri Ots,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,5.9,17.7
1403,2025-09-29,13,Mari Sepp,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.2,8.4
1419,2025-09-29,5,Eva Lepik,Narva,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,7,0.9,6.3
1419,2025-09-29,5,Eva Lepik,Narva,Regular,Juust Gouda,Piimatoode,Valio,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,1,4.5,4.5
1443,2025-09-29,6,Franz Saar,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,0.8,3.2
1443,2025-09-29,6,Franz Saar,Tartu,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,2.0,8.0
1443,2025-09-29,6,Franz Saar,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,1.4,2.8
1483,2025-09-29,1,Alice Smith,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,2.8,2.8
1483,2025-09-29,1,Alice Smith,Tallinn,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,1.5,7.5
1483,2025-09-29,1,Alice Smith,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,0.9,7.2
1488,2025-09-29,2,Bob Jones,Tartu,VIP,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Mobiilimakse,5,2.3,11.5
1495,2025-09-29,19,Tiina Hein,Narva,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,4.5,31.5
1033,2025-09-30,9,Irina Kivi,Viljandi,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Pangalink,7,1.4,9.8
1118,2025-09-30,16,Peeter Kuusk,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,8,2.0,16.0
1157,2025-09-30,19,Tiina Hein,Narva,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.1,8.8
1157,2025-09-30,19,Tiina Hein,Narva,Regular,Banaan,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,1.5,3.0
1162,2025-09-30,12,Lauri Ots,Narva,Regular,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,2,1.5,3.0
1162,2025-09-30,12,Lauri Ots,Narva,Regular,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,5,1.1,5.5
1201,2025-09-30,8,Henri Puu,Parnu,Regular,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,5,1.2,6.0
1201,2025-09-30,8,Henri Puu,Parnu,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,4,1.8,7.2
1259,2025-09-30,1,Alice Smith,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,7,2.0,14.0
1259,2025-09-30,1,Alice Smith,Tallinn,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,4,5.9,23.6
1259,2025-09-30,1,Alice Smith,Tallinn,Regular,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,6,1.3,7.8
1259,2025-09-30,1,Alice Smith,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,5,0.9,4.5
1325,2025-09-30,14,Nikolai Rand,Parnu,Regular,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Pangalink,2,1.8,3.6
1325,2025-09-30,14,Nikolai Rand,Parnu,Regular,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Pangalink,7,2.0,14.0
1325,2025-09-30,14,Nikolai Rand,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Pangalink,6,1.1,6.6
1329,2025-09-30,11,Katrin Ilves,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,0.8,2.4
1329,2025-09-30,11,Katrin Ilves,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.0,8.0
1329,2025-09-30,11,Katrin Ilves,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,3.5,7.0
1334,2025-09-30,14,Nikolai Rand,Parnu,Regular,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.2,2.4
1334,2025-09-30,14,Nikolai Rand,Parnu,Regular,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,4.5,4.5
1360,2025-09-30,19,Tiina Hein,Narva,Regular,Õun,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.2,7.2
1388,2025-09-30,3,Carla Tamm,Parnu,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,2.5,20.0
1388,2025-09-30,3,Carla Tamm,Parnu,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.4,1.4
1390,2025-09-30,4,Daniel Kask,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Pangalink,5,3.5,17.5
1390,2025-09-30,4,Daniel Kask,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Pangalink,7,1.0,7.0
1390,2025-09-30,4,Daniel Kask,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Pangalink,8,0.8,6.4
1395,2025-09-30,14,Nikolai Rand,Parnu,Regular,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Pangalink,2,1.5,3.0
1395,2025-09-30,14,Nikolai Rand,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Pangalink,5,2.3,11.5
1395,2025-09-30,14,Nikolai Rand,Parnu,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,4.5,31.5
1407,2025-09-30,14,Nikolai Rand,Parnu,Regular,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,2.8,11.2
1427,2025-09-30,4,Daniel Kask,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Pangalink,2,1.8,3.6
1444,2025-09-30,13,Mari Sepp,Tallinn,VIP,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,2.5,2.5
1444,2025-09-30,13,Mari Sepp,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,2.0,4.0
1444,2025-09-30,13,Mari Sepp,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,0.8,6.4
1446,2025-09-30,17,Riina Laas,Viljandi,VIP,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,1.1,2.2
